Bundesland,date,Impfserie1,Impfserie2,Impfserie3,Impfserie4
Rheinland-Pfalz,2022-05-19,79,151,705,2873
Baden-Württemberg,2022-05-19,161,390,1191,5133
Bayern,2022-05-19,188,586,2001,5726
Saarland,2022-05-19,11,32,167,537
Berlin,2022-05-19,67,150,698,1980
Brandenburg,2022-05-19,66,143,557,1384
Mecklenburg-Vorpommern,2022-05-19,39,86,386,1624
Sachsen,2022-05-19,92,215,946,1392
Sachsen-Anhalt,2022-05-19,58,93,599,1342
Thüringen,2022-05-19,30,83,433,593
NA,2022-05-19,4,5,62,16
Schleswig-Holstein,2022-05-20,40,98,434,2164
Hamburg,2022-05-20,56,90,439,1278
Niedersachsen,2022-05-20,151,338,1220,4939
Bremen,2022-05-20,19,29,114,452
Nordrhein-Westfalen,2022-05-20,324,659,2821,12284
Hessen,2022-05-20,177,310,836,3137
Rheinland-Pfalz,2022-05-20,73,160,475,2274
Baden-Württemberg,2022-05-20,129,381,1106,3262
Bayern,2022-05-20,147,470,1740,3803
Saarland,2022-05-20,9,33,145,399
Berlin,2022-05-20,61,139,655,1251
Brandenburg,2022-05-20,44,75,296,687
Mecklenburg-Vorpommern,2022-05-20,25,63,293,1156
Sachsen,2022-05-20,77,141,523,719
Sachsen-Anhalt,2022-05-20,28,90,367,855
Thüringen,2022-05-20,22,49,215,429
NA,2022-05-20,NA,NA,10,1
Schleswig-Holstein,2022-05-21,20,103,218,688
Hamburg,2022-05-21,7,11,62,52
Niedersachsen,2022-05-21,45,110,207,487
Bremen,2022-05-21,8,19,41,75
Nordrhein-Westfalen,2022-05-21,132,219,863,1621
Hessen,2022-05-21,42,149,281,435
Rheinland-Pfalz,2022-05-21,22,46,150,495
Baden-Württemberg,2022-05-21,167,311,557,531
Bayern,2022-05-21,88,289,778,607
Saarland,2022-05-21,4,25,57,33
Berlin,2022-05-21,33,87,227,239
Brandenburg,2022-05-21,11,15,28,58
Mecklenburg-Vorpommern,2022-05-21,1,NA,1,6
Sachsen,2022-05-21,74,81,203,69
Sachsen-Anhalt,2022-05-21,8,10,54,140
Thüringen,2022-05-21,35,47,99,159
Schleswig-Holstein,2022-05-22,1,7,11,50
Hamburg,2022-05-22,10,12,62,38
Niedersachsen,2022-05-22,11,30,154,246
Nordrhein-Westfalen,2022-05-22,21,78,274,556
Hessen,2022-05-22,17,43,82,244
Rheinland-Pfalz,2022-05-22,2,5,31,209
Baden-Württemberg,2022-05-22,79,145,197,363
Bayern,2022-05-22,7,24,67,117
Saarland,2022-05-22,NA,NA,4,4
Berlin,2022-05-22,12,40,107,140
Brandenburg,2022-05-22,NA,1,3,12
Mecklenburg-Vorpommern,2022-05-22,9,8,7,5
Sachsen,2022-05-22,2,NA,5,11
Sachsen-Anhalt,2022-05-22,NA,NA,1,5
Schleswig-Holstein,2022-05-23,8,58,145,626
Hamburg,2022-05-23,15,33,141,383
Niedersachsen,2022-05-23,121,212,847,2589
Bremen,2022-05-23,5,19,103,210
Nordrhein-Westfalen,2022-05-23,180,364,1452,5896
Hessen,2022-05-23,101,154,513,1815
Rheinland-Pfalz,2022-05-23,56,180,427,1351
Baden-Württemberg,2022-05-23,127,224,557,1471
Bayern,2022-05-23,90,230,886,1792
Saarland,2022-05-23,6,23,89,233
Berlin,2022-05-23,56,104,522,1050
Brandenburg,2022-05-23,21,50,276,492
Mecklenburg-Vorpommern,2022-05-23,21,42,104,409
Sachsen,2022-05-23,56,172,429,353
Sachsen-Anhalt,2022-05-23,17,54,217,251
Thüringen,2022-05-23,13,29,116,174
Schleswig-Holstein,2022-05-24,26,74,432,1868
Hamburg,2022-05-24,30,64,299,878
Niedersachsen,2022-05-24,141,283,1203,5406
Bremen,2022-05-24,26,33,146,497
Nordrhein-Westfalen,2022-05-24,1217,1857,4316,13818
Hessen,2022-05-24,99,246,882,3144
Rheinland-Pfalz,2022-05-24,78,156,708,2518
Baden-Württemberg,2022-05-24,249,465,1045,3424
Bayern,2022-05-24,163,445,1938,4696
Saarland,2022-05-24,14,38,148,503
Berlin,2022-05-24,77,173,653,1737
Brandenburg,2022-05-24,48,97,431,960
Mecklenburg-Vorpommern,2022-05-24,59,80,290,1096
Sachsen,2022-05-24,82,155,712,852
Sachsen-Anhalt,2022-05-24,23,60,337,629
Thüringen,2022-05-24,35,52,292,614
NA,2022-05-24,1,3,37,15
Schleswig-Holstein,2022-05-25,105,147,608,2637
Hamburg,2022-05-25,30,63,261,973
Niedersachsen,2022-05-25,183,332,1241,5232
Bremen,2022-05-25,15,61,152,535
Nordrhein-Westfalen,2022-05-25,509,825,2877,12624
Hessen,2022-05-25,147,255,1052,3731
Rheinland-Pfalz,2022-05-25,75,139,626,2513
Baden-Württemberg,2022-05-25,213,384,1074,3553
Bayern,2022-05-25,208,455,1721,4649
Saarland,2022-05-25,15,35,139,555
Berlin,2022-05-25,66,165,717,2281
Brandenburg,2022-05-25,63,84,518,1007
Mecklenburg-Vorpommern,2022-05-25,35,76,274,1024
Sachsen,2022-05-25,96,199,578,827
Sachsen-Anhalt,2022-05-25,27,72,353,492
Thüringen,2022-05-25,64,100,370,544
NA,2022-05-25,4,2,33,4
Schleswig-Holstein,2022-05-26,1,3,10,61
Hamburg,2022-05-26,3,5,24,38
Niedersachsen,2022-05-26,3,2,5,134
Nordrhein-Westfalen,2022-05-26,11,44,138,736
Hessen,2022-05-26,3,4,18,87
Rheinland-Pfalz,2022-05-26,NA,NA,7,3
Baden-Württemberg,2022-05-26,110,126,58,159
Bayern,2022-05-26,31,28,119,199
Saarland,2022-05-26,NA,NA,1,13
Berlin,2022-05-26,14,10,31,63
Mecklenburg-Vorpommern,2022-05-26,NA,1,1,NA
Sachsen,2022-05-26,4,2,18,6
Sachsen-Anhalt,2022-05-26,1,3,7,NA
Thüringen,2022-05-26,NA,NA,NA,3
Schleswig-Holstein,2022-05-27,10,16,82,336
Hamburg,2022-05-27,13,29,85,224
Niedersachsen,2022-05-27,75,169,537,1475
Bremen,2022-05-27,21,52,108,268
Nordrhein-Westfalen,2022-05-27,225,441,1563,4465
Hessen,2022-05-27,82,131,331,708
Rheinland-Pfalz,2022-05-27,33,47,159,418
Baden-Württemberg,2022-05-27,202,295,668,1331
Bayern,2022-05-27,138,415,1354,1884
Saarland,2022-05-27,12,28,90,233
Berlin,2022-05-27,45,32,185,235
Brandenburg,2022-05-27,10,28,62,143
Mecklenburg-Vorpommern,2022-05-27,10,15,58,115
Sachsen,2022-05-27,38,39,156,72
Sachsen-Anhalt,2022-05-27,9,25,92,153
Thüringen,2022-05-27,14,35,120,101
Schleswig-Holstein,2022-05-28,NA,10,20,60
Hamburg,2022-05-28,17,41,188,178
Niedersachsen,2022-05-28,29,38,104,282
Bremen,2022-05-28,14,13,48,112
Nordrhein-Westfalen,2022-05-28,129,185,666,953
Hessen,2022-05-28,49,86,171,317
Rheinland-Pfalz,2022-05-28,10,20,70,155
Baden-Württemberg,2022-05-28,218,256,360,577
Bayern,2022-05-28,90,226,582,512
Saarland,2022-05-28,15,15,46,39
Berlin,2022-05-28,25,44,144,147
Brandenburg,2022-05-28,NA,7,11,17
Sachsen,2022-05-28,2,4,10,11
Sachsen-Anhalt,2022-05-28,1,5,26,9
Thüringen,2022-05-28,31,38,123,89
Schleswig-Holstein,2022-05-29,3,7,6,20
Hamburg,2022-05-29,1,27,31,5
Niedersachsen,2022-05-29,4,22,13,111
Nordrhein-Westfalen,2022-05-29,23,76,166,455
Hessen,2022-05-29,13,15,114,155
Rheinland-Pfalz,2022-05-29,4,9,69,46
Baden-Württemberg,2022-05-29,97,120,170,270
Bayern,2022-05-29,32,46,117,160
Berlin,2022-05-29,36,9,29,26
Mecklenburg-Vorpommern,2022-05-29,15,4,18,18
Sachsen,2022-05-29,NA,NA,1,5
Thüringen,2022-05-29,NA,1,1,4
Schleswig-Holstein,2022-05-30,15,35,114,420
Hamburg,2022-05-30,16,46,113,387
Niedersachsen,2022-05-30,65,232,631,2081
Bremen,2022-05-30,5,16,47,102
Nordrhein-Westfalen,2022-05-30,171,355,1346,4885
Hessen,2022-05-30,76,117,405,1146
Rheinland-Pfalz,2022-05-30,34,44,242,644
Baden-Württemberg,2022-05-30,216,252,633,1497
Bayern,2022-05-30,63,201,774,1600
Saarland,2022-05-30,5,15,61,203
Berlin,2022-05-30,100,184,809,1375
Brandenburg,2022-05-30,17,37,168,381
Mecklenburg-Vorpommern,2022-05-30,13,34,127,416
Sachsen,2022-05-30,51,114,582,310
Sachsen-Anhalt,2022-05-30,17,53,176,258
Thüringen,2022-05-30,12,51,112,155
NA,2022-05-30,NA,NA,NA,23
Schleswig-Holstein,2022-05-31,34,107,358,1513
Hamburg,2022-05-31,169,244,498,934
Niedersachsen,2022-05-31,112,240,923,3972
Bremen,2022-05-31,50,38,129,463
Nordrhein-Westfalen,2022-05-31,277,631,2578,10940
Hessen,2022-05-31,97,147,688,2461
Rheinland-Pfalz,2022-05-31,75,115,371,1630
Baden-Württemberg,2022-05-31,215,369,1041,2707
Bayern,2022-05-31,161,378,1499,3448
Saarland,2022-05-31,9,33,117,396
Berlin,2022-05-31,88,202,726,1643
Brandenburg,2022-05-31,33,108,435,684
Mecklenburg-Vorpommern,2022-05-31,17,49,221,734
Sachsen,2022-05-31,74,147,508,610
Sachsen-Anhalt,2022-05-31,34,96,386,736
Thüringen,2022-05-31,40,65,240,400
NA,2022-05-31,2,2,22,12
Schleswig-Holstein,2022-06-01,54,135,575,2183
Hamburg,2022-06-01,42,68,225,1021
Niedersachsen,2022-06-01,129,330,941,4588
Bremen,2022-06-01,23,28,132,529
Nordrhein-Westfalen,2022-06-01,247,432,2010,10054
Hessen,2022-06-01,95,163,640,2996
Rheinland-Pfalz,2022-06-01,74,109,501,2154
Baden-Württemberg,2022-06-01,172,358,1597,3049
Bayern,2022-06-01,141,341,1364,3355
Saarland,2022-06-01,8,15,80,305
Berlin,2022-06-01,131,231,498,1487
Brandenburg,2022-06-01,22,61,304,848
Mecklenburg-Vorpommern,2022-06-01,24,60,263,808
Sachsen,2022-06-01,50,89,521,944
Sachsen-Anhalt,2022-06-01,58,84,375,727
Thüringen,2022-06-01,18,80,186,410
NA,2022-06-01,NA,1,18,17
Schleswig-Holstein,2022-06-02,62,131,490,1956
Hamburg,2022-06-02,36,60,267,1021
Niedersachsen,2022-06-02,138,300,995,4490
Bremen,2022-06-02,23,42,136,382
Nordrhein-Westfalen,2022-06-02,349,761,3018,12652
Hessen,2022-06-02,102,203,791,3335
Rheinland-Pfalz,2022-06-02,78,105,511,2122
Baden-Württemberg,2022-06-02,119,348,937,3641
Bayern,2022-06-02,192,517,1624,4290
Saarland,2022-06-02,21,49,164,455
Berlin,2022-06-02,79,158,565,1500
Brandenburg,2022-06-02,45,134,524,887
Mecklenburg-Vorpommern,2022-06-02,29,99,323,937
Sachsen,2022-06-02,89,224,640,896
Sachsen-Anhalt,2022-06-02,26,68,403,571
Thüringen,2022-06-02,53,91,423,705
NA,2022-06-02,NA,5,53,25
Schleswig-Holstein,2022-06-03,81,116,303,1325
Hamburg,2022-06-03,36,61,232,1047
Niedersachsen,2022-06-03,141,292,976,3130
Bremen,2022-06-03,21,34,101,390
Nordrhein-Westfalen,2022-06-03,318,667,2426,9085
Hessen,2022-06-03,139,205,624,2145
Rheinland-Pfalz,2022-06-03,56,145,359,1405
Baden-Württemberg,2022-06-03,153,298,959,2584
Bayern,2022-06-03,169,377,1553,2999
Saarland,2022-06-03,10,31,87,258
Berlin,2022-06-03,110,130,1308,1279
Brandenburg,2022-06-03,60,94,293,533
Mecklenburg-Vorpommern,2022-06-03,29,61,256,472
Sachsen,2022-06-03,106,113,382,489
Sachsen-Anhalt,2022-06-03,35,93,405,608
Thüringen,2022-06-03,42,27,111,132
NA,2022-06-03,NA,2,29,9
Schleswig-Holstein,2022-06-04,25,62,176,367
Hamburg,2022-06-04,7,10,37,60
Niedersachsen,2022-06-04,20,40,102,271
Bremen,2022-06-04,15,7,40,67
Nordrhein-Westfalen,2022-06-04,103,172,552,1289
Hessen,2022-06-04,59,82,175,317
Rheinland-Pfalz,2022-06-04,24,40,81,178
Baden-Württemberg,2022-06-04,84,130,356,603
Bayern,2022-06-04,73,178,473,489
Saarland,2022-06-04,6,16,47,47
Berlin,2022-06-04,44,29,162,165
Brandenburg,2022-06-04,4,8,9,11
Mecklenburg-Vorpommern,2022-06-04,NA,NA,7,6
Sachsen,2022-06-04,5,4,10,8
Sachsen-Anhalt,2022-06-04,2,7,28,40
Thüringen,2022-06-04,35,24,103,102
Schleswig-Holstein,2022-06-05,NA,NA,2,14
Hamburg,2022-06-05,3,12,24,NA
Niedersachsen,2022-06-05,5,7,52,131
Nordrhein-Westfalen,2022-06-05,10,28,120,284
Hessen,2022-06-05,6,11,31,91
Baden-Württemberg,2022-06-05,15,32,67,165
Bayern,2022-06-05,9,39,191,99
Saarland,2022-06-05,NA,NA,1,12
Berlin,2022-06-05,5,4,14,46
Sachsen,2022-06-05,NA,NA,7,NA
Thüringen,2022-06-05,3,9,28,35
Schleswig-Holstein,2022-06-06,3,NA,9,10
Hamburg,2022-06-06,10,30,76,132
Niedersachsen,2022-06-06,22,58,68,460
Nordrhein-Westfalen,2022-06-06,2,6,33,214
Hessen,2022-06-06,NA,3,6,32
Rheinland-Pfalz,2022-06-06,1,1,2,17
Baden-Württemberg,2022-06-06,5,7,39,215
Bayern,2022-06-06,14,21,56,99
Berlin,2022-06-06,2,11,13,11
Mecklenburg-Vorpommern,2022-06-06,1,NA,2,20
Sachsen,2022-06-06,NA,1,11,13
Thüringen,2022-06-06,NA,1,1,1
Schleswig-Holstein,2022-06-07,25,60,258,1122
Hamburg,2022-06-07,31,56,223,473
Niedersachsen,2022-06-07,128,216,961,2934
Bremen,2022-06-07,15,33,124,350
Nordrhein-Westfalen,2022-06-07,236,500,2008,7918
Hessen,2022-06-07,85,134,505,1950
Rheinland-Pfalz,2022-06-07,49,72,287,1046
Baden-Württemberg,2022-06-07,149,190,318,1008
Bayern,2022-06-07,109,237,901,1670
Saarland,2022-06-07,12,15,70,247
Berlin,2022-06-07,95,363,1463,1012
Brandenburg,2022-06-07,38,63,229,392
Mecklenburg-Vorpommern,2022-06-07,24,30,144,290
Sachsen,2022-06-07,77,137,376,410
Sachsen-Anhalt,2022-06-07,41,86,309,447
Thüringen,2022-06-07,28,50,157,281
NA,2022-06-07,NA,NA,2,14
Schleswig-Holstein,2022-06-08,67,120,437,2428
Hamburg,2022-06-08,40,80,232,776
Niedersachsen,2022-06-08,84,211,893,4004
Bremen,2022-06-08,14,36,134,453
Nordrhein-Westfalen,2022-06-08,205,440,2071,9069
Hessen,2022-06-08,107,205,672,2832
Rheinland-Pfalz,2022-06-08,85,82,439,1705
Baden-Württemberg,2022-06-08,197,293,717,1921
Bayern,2022-06-08,156,307,1019,2074
Saarland,2022-06-08,9,25,84,306
