"";"Kreis";"AG_rki";"ges";"m";"w"
"1603";9461;1;3715;1911;1804
"1604";9461;2;5830;2955;2875
"1605";9461;3;23639;11775;11864
"1606";9461;4;24667;12310;12357
"1607";9461;5;14502;6607;7895
"1608";9461;6;5020;1738;3282
"1609";9462;1;2896;1469;1427
"1610";9462;2;5156;2617;2539
"1611";9462;3;23765;12500;11265
"1612";9462;4;22370;11195;11175
"1613";9462;5;15469;6962;8507
"1614";9462;6;5127;1796;3331
"1615";9463;1;1701;887;814
"1616";9463;2;3150;1580;1570
"1617";9463;3;10239;5472;4767
"1618";9463;4;13372;6639;6733
"1619";9463;5;9323;4259;5064
"1620";9463;6;3287;1205;2082
"1621";9464;1;2209;1127;1082
"1622";9464;2;3824;1940;1884
"1623";9464;3;10750;5647;5103
"1624";9464;4;14816;7370;7446
"1625";9464;5;10676;4810;5866
"1626";9464;6;3550;1201;2349
"1627";9471;1;7310;3675;3635
"1628";9471;2;13459;6905;6554
"1629";9471;3;32449;17015;15434
"1630";9471;4;54610;27630;26980
"1631";9471;5;30931;15354;15577
"1632";9471;6;8404;3161;5243
"1633";9472;1;4451;2285;2166
"1634";9472;2;9054;4678;4376
"1635";9472;3;20963;10845;10118
"1636";9472;4;37772;18991;18781
"1637";9472;5;24189;11885;12304
"1638";9472;6;7235;2677;4558
"1639";9473;1;3841;1975;1866
"1640";9473;2;7290;3783;3507
"1641";9473;3;17693;9300;8393
"1642";9473;4;30920;15488;15432
"1643";9473;5;20513;9861;10652
"1644";9473;6;6490;2429;4061
"1645";9474;1;5561;2831;2730
"1646";9474;2;10581;5331;5250
"1647";9474;3;25031;13083;11948
"1648";9474;4;42310;21212;21098
"1649";9474;5;25474;12492;12982
"1650";9474;6;7246;2822;4424
"1651";9475;1;3694;1847;1847
"1652";9475;2;7446;3814;3632
"1653";9475;3;18323;9605;8718
"1654";9475;4;33143;16599;16544
"1655";9475;5;23862;11445;12417
"1656";9475;6;8333;3149;5184
"1657";9476;1;2457;1239;1218
"1658";9476;2;5058;2571;2487
"1659";9476;3;13213;6956;6257
"1660";9476;4;24231;12307;11924
"1661";9476;5;16400;7961;8439
"1662";9476;6;5384;1953;3431
"1663";9477;1;2747;1415;1332
"1664";9477;2;5652;2912;2740
"1665";9477;3;14403;7698;6705
"1666";9477;4;25634;12845;12789
"1667";9477;5;17580;8427;9153
"1668";9477;6;5550;1947;3603
"1669";9478;1;2890;1497;1393
"1670";9478;2;5546;2793;2753
"1671";9478;3;14057;7330;6727
"1672";9478;4;23797;11993;11804
"1673";9478;5;15644;7573;8071
"1674";9478;6;4842;1779;3063
"1675";9479;1;3007;1560;1447
"1676";9479;2;5690;2973;2717
"1677";9479;3;14183;7444;6739
"1678";9479;4;24771;12345;12426
"1679";9479;5;18737;8906;9831
"1680";9479;6;6267;2218;4049
"1681";9561;1;2161;1074;1087
"1682";9561;2;3699;1852;1847
"1683";9561;3;10065;5180;4885
"1684";9561;4;14064;6850;7214
"1685";9561;5;8921;4023;4898
"1686";9561;6;2888;1043;1845
"1687";9562;1;5400;2769;2631
"1688";9562;2;9512;4883;4629
"1689";9562;3;35417;18510;16907
"1690";9562;4;36317;18376;17941
"1691";9562;5;19191;8910;10281
"1692";9562;6;6691;2565;4126
"1693";9563;1;6690;3389;3301
"1694";9563;2;10847;5705;5142
"1695";9563;3;31853;16534;15319
"1696";9563;4;47335;23495;23840
"1697";9563;5;24819;11445;13374
"1698";9563;6;6953;2483;4470
"1699";9564;1;25696;13222;12474
"1700";9564;2;44169;22765;21404
"1701";9564;3;137016;69911;67105
"1702";9564;4;177215;88866;88349
"1703";9564;5;100777;46018;54759
"1704";9564;6;33497;12353;21144
"1705";9565;1;2072;1052;1020
"1706";9565;2;3769;1952;1817
"1707";9565;3;8880;4582;4298
"1708";9565;4;14688;7318;7370
"1709";9565;5;8834;4121;4713
"1710";9565;6;2738;1043;1695
"1711";9571;1;9148;4657;4491
"1712";9571;2;16913;8764;8149
"1713";9571;3;42003;22279;19724
"1714";9571;4;65746;33408;32338
"1715";9571;5;38890;19188;19702
"1716";9571;6;11891;4540;7351
"1717";9572;1;7028;3663;3365
"1718";9572;2;13449;6908;6541
"1719";9572;3;28487;14697;13790
"1720";9572;4;50039;25015;25024
"1721";9572;5;30241;14703;15538
"1722";9572;6;8018;3259;4759
"1723";9573;1;5890;2999;2891
"1724";9573;2;10502;5376;5126
"1725";9573;3;23448;11883;11565
"1726";9573;4;42496;20800;21696
"1727";9573;5;27253;12968;14285
"1728";9573;6;8264;3174;5090
"1729";9574;1;8077;4128;3949
"1730";9574;2;15191;7953;7238
"1731";9574;3;35129;18183;16946
"1732";9574;4;61854;30838;31016
"1733";9574;5;38880;18453;20427
"1734";9574;6;11661;4642;7019
"1735";9575;1;4867;2470;2397
"1736";9575;2;9063;4693;4370
"1737";9575;3;22287;11809;10478
"1738";9575;4;36094;18193;17901
"1739";9575;5;22144;10933;11211
"1740";9575;6;6559;2523;4036
"1741";9576;1;6187;3262;2925
"1742";9576;2;11451;5852;5599
"1743";9576;3;27250;14117;13133
"1744";9576;4;45982;23143;22839
"1745";9576;5;27822;13399;14423
"1746";9576;6;8057;3179;4878
"1747";9577;1;4620;2332;2288
"1748";9577;2;8393;4377;4016
"1749";9577;3;21041;11124;9917
"1750";9577;4;32873;16710;16163
"1751";9577;5;21224;10239;10985
"1752";9577;6;6583;2523;4060
"1753";9661;1;3396;1793;1603
"1754";9661;2;6012;3060;2952
"1755";9661;3;17334;9005;8329
"1756";9661;4;24657;12260;12397
"1757";9661;5;15011;6856;8155
"1758";9661;6;4592;1667;2925
"1759";9662;1;2564;1322;1242
"1760";9662;2;4683;2366;2317
"1761";9662;3;13076;7124;5952
"1762";9662;4;16779;8368;8411
"1763";9662;5;11990;5398;6592
"1764";9662;6;4334;1591;2743
"1765";9663;1;5379;2691;2688
"1766";9663;2;8237;4213;4024
"1767";9663;3;43894;21416;22478
"1768";9663;4;37617;19048;18569
"1769";9663;5;23696;10560;13136
"1770";9663;6;9111;3203;5908
"1771";9671;1;8123;4177;3946
"1772";9671;2;15228;7797;7431
"1773";9671;3;36806;19208;17598
"1774";9671;4;63132;31316;31816
"1775";9671;5;39101;19191;19910
"1776";9671;6;11810;4768;7042
"1777";9672;1;4413;2271;2142
"1778";9672;2;8559;4297;4262
"1779";9672;3;21051;10957;10094
"1780";9672;4;35544;17868;17676
"1781";9672;5;25274;12236;13038
"1782";9672;6;8394;3231;5163
"1783";9673;1;3639;1855;1784
"1784";9673;2;7030;3609;3421
"1785";9673;3;17083;8935;8148
"1786";9673;4;27729;13854;13875
"1787";9673;5;18359;9123;9236
"1788";9673;6;5795;2270;3525
"1789";9674;1;3906;1994;1912
"1790";9674;2;7434;3837;3597
"1791";9674;3;18235;9582;8653
"1792";9674;4;30232;15295;14937
"1793";9674;5;19209;9548;9661
"1794";9674;6;5368;2053;3315
"1795";9675;1;4374;2270;2104
"1796";9675;2;7884;4034;3850
"1797";9675;3;20609;10924;9685
"1798";9675;4;32613;16526;16087
"1799";9675;5;19640;9778;9862
"1800";9675;6;6035;2330;3705
"1801";9676;1;5898;3011;2887
"1802";9676;2;11468;5880;5588
"1803";9676;3;27815;14578;13237
"1804";9676;4;46380;23224;23156
"1805";9676;5;28525;13944;14581
"1806";9676;6;8657;3468;5189
"1807";9677;1;5545;2835;2710
"1808";9677;2;10380;5281;5099
"1809";9677;3;26105;13862;12243
"1810";9677;4;44735;22551;22184
"1811";9677;5;29984;14767;15217
"1812";9677;6;9409;3655;5754
"1813";9678;1;5545;2896;2649
"1814";9678;2;10038;5279;4759
"1815";9678;3;25134;13155;11979
"1816";9678;4;40516;20556;19960
"1817";9678;5;26233;12856;13377
"1818";9678;6;7979;3272;4707
"1819";9679;1;8001;4103;3898
"1820";9679;2;14545;7468;7077
"1821";9679;3;35025;18254;16771
"1822";9679;4;57486;28678;28808
"1823";9679;5;36902;17918;18984
"1824";9679;6;10343;4311;6032
"1825";9761;1;14299;7337;6962
"1826";9761;2;24019;12360;11659
"1827";9761;3;84583;43521;41062
"1828";9761;4;99180;50833;48347
"1829";9761;5;55740;25303;30437
"1830";9761;6;18761;6868;11893
"1831";9762;1;2226;1163;1063
"1832";9762;2;3894;1933;1961
"1833";9762;3;10323;5441;4882
"1834";9762;4;14824;7487;7337
"1835";9762;5;9817;4584;5233
"1836";9762;6;3314;1264;2050
"1837";9763;1;3372;1702;1670
"1838";9763;2;5600;2944;2656
"1839";9763;3;18163;9576;8587
"1840";9763;4;22359;11344;11015
"1841";9763;5;14773;6745;8028
"1842";9763;6;4884;1908;2976
"1843";9764;1;2122;1075;1047
"1844";9764;2;3881;1934;1947
"1845";9764;3;10482;5542;4940
"1846";9764;4;15115;7802;7313
"1847";9764;5;9453;4370;5083
"1848";9764;6;3047;1169;1878
"1849";9771;1;7128;3647;3481
"1850";9771;2;12949;6595;6354
"1851";9771;3;29762;15438;14324
"1852";9771;4;48980;24789;24191
"1853";9771;5;27831;13505;14326
"1854";9771;6;8005;3187;4818
"1855";9772;1;13177;6735;6442
"1856";9772;2;24058;12385;11673
"1857";9772;3;55340;28768;26572
"1858";9772;4;91323;45875;45448
"1859";9772;5;54057;25905;28152
"1860";9772;6;15513;6093;9420
"1861";9773;1;4696;2415;2281
"1862";9773;2;8926;4602;4324
"1863";9773;3;22201;11723;10478
"1864";9773;4;34142;17369;16773
"1865";9773;5;20492;9990;10502
"1866";9773;6;6105;2342;3763
"1867";9774;1;6284;3286;2998
"1868";9774;2;11689;6045;5644
"1869";9774;3;30065;16082;13983
"1870";9774;4;45401;23140;22261
"1871";9774;5;26155;12899;13256
"1872";9774;6;7433;2836;4597
"1873";9775;1;8796;4549;4247
"1874";9775;2;16126;8113;8013
"1875";9775;3;41609;21628;19981
"1876";9775;4;61598;31072;30526
"1877";9775;5;36344;17307;19037
"1878";9775;6;10731;4170;6561
"1879";9776;1;3846;1968;1878
"1880";9776;2;7156;3676;3480
"1881";9776;3;17934;9430;8504
"1882";9776;4;28960;14349;14611
"1883";9776;5;18128;8653;9475
"1884";9776;6;5957;2362;3595
"1885";9777;1;7230;3726;3504
"1886";9777;2;13175;6678;6497
"1887";9777;3;31675;16669;15006
"1888";9777;4;49530;24815;24715
"1889";9777;5;30722;14991;15731
"1890";9777;6;8850;3628;5222
"1891";9778;1;7360;3694;3666
"1892";9778;2;13369;6904;6465
"1893";9778;3;33203;17689;15514
"1894";9778;4;50985;26227;24758
"1895";9778;5;30843;14946;15897
"1896";9778;6;9581;3769;5812
"1897";9779;1;6400;3328;3072
"1898";9779;2;12460;6385;6075
"1899";9779;3;30976;16556;14420
"1900";9779;4;47800;24686;23114
"1901";9779;5;27780;13677;14103
"1902";9779;6;8367;3228;5139
"1903";9780;1;7638;3885;3753
"1904";9780;2;13540;7010;6530
"1905";9780;3;33692;17571;16121
"1906";9780;4;54797;27084;27713
"1907";9780;5;35458;16882;18576
"1908";9780;6;10883;4458;6425
"1909";10041;1;14363;7391;6972
"1910";10041;2;26365;13745;12620
"1911";10041;3;78612;41070;37542
"1912";10041;4;108636;54424;54212
"1913";10041;5;76734;36176;40558
"1914";10041;6;24004;8811;15193
"1915";10042;1;4066;2116;1950
"1916";10042;2;8668;4527;4141
"1917";10042;3;21284;11149;10135
"1918";10042;4;36843;18389;18454
"1919";10042;5;24843;12054;12789
"1920";10042;6;7539;2797;4742
"1921";10043;1;5373;2794;2579
"1922";10043;2;10373;5341;5032
"1923";10043;3;27081;14189;12892
"1924";10043;4;45304;22635;22669
"1925";10043;5;32894;15728;17166
"1926";10043;6;10383;3853;6530
"1927";10044;1;8285;4257;4028
"1928";10044;2;15864;8128;7736
"1929";10044;3;40511;21258;19253
"1930";10044;4;66547;32979;33568
"1931";10044;5;48092;22882;25210
"1932";10044;6;15020;5634;9386
"1933";10045;1;5700;2897;2803
"1934";10045;2;11383;5892;5491
"1935";10045;3;29284;15108;14176
"1936";10045;4;48135;23676;24459
"1937";10045;5;35705;16977;18728
"1938";10045;6;11989;4570;7419
"1939";10046;1;3247;1619;1628
"1940";10046;2;6728;3394;3334
"1941";10046;3;17137;9038;8099
"1942";10046;4;30517;15165;15352
"1943";10046;5;22518;11071;11447
"1944";10046;6;6860;2685;4175
"1945";11000;1;193234;99279;93955
"1946";11000;2;326311;167594;158717
"1947";11000;3;964109;485142;478967
"1948";11000;4;1276145;648688;627457
"1949";11000;5;698465;324028;374437
"1950";11000;6;211227;79542;131685
"1951";12051;1;3083;1542;1541
"1952";12051;2;5788;2944;2844
"1953";12051;3;14032;7531;6501
"1954";12051;4;23818;12410;11408
"1955";12051;5;18663;8634;10029
"1956";12051;6;6800;2516;4284
"1957";12052;1;4276;2164;2112
"1958";12052;2;7994;4105;3889
"1959";12052;3;21509;11509;10000
"1960";12052;4;32465;16600;15865
"1961";12052;5;24937;11250;13687
"1962";12052;6;8497;3188;5309
"1963";12053;1;2289;1228;1061
"1964";12053;2;4679;2392;2287
"1965";12053;3;11858;6132;5726
"1966";12053;4;18825;9517;9308
"1967";12053;5;15124;7040;8084
"1968";12053;6;4976;1790;3186
"1969";12054;1;9749;5008;4741
"1970";12054;2;17679;9159;8520
"1971";12054;3;44577;21940;22637
"1972";12054;4;62572;31144;31428
"1973";12054;5;33986;15508;18478
"1974";12054;6;11771;4399;7372
"1975";12060;1;8123;4223;3900
"1976";12060;2;17505;9099;8406
"1977";12060;3;31663;16379;15284
"1978";12060;4;68626;34734;33892
"1979";12060;5;46209;22269;23940
"1980";12060;6;13118;5108;8010
"1981";12061;1;7792;4004;3788
"1982";12061;2;15413;7935;7478
"1983";12061;3;29550;15397;14153
"1984";12061;4;63166;32204;30962
"1985";12061;5;41403;19977;21426
"1986";12061;6;13467;5289;8178
"1987";12062;1;3927;2078;1849
"1988";12062;2;8011;4026;3985
"1989";12062;3;15411;8282;7129
"1990";12062;4;36060;18844;17216
"1991";12062;5;29105;13844;15261
"1992";12062;6;9313;3398;5915
"1993";12063;1;7081;3587;3494
"1994";12063;2;15601;8020;7581
"1995";12063;3;28998;15199;13799
"1996";12063;4;61772;31036;30736
"1997";12063;5;38564;18532;20032
"1998";12063;6;10980;4173;6807
"1999";12064;1;8400;4326;4074
"2000";12064;2;18176;9437;8739
"2001";12064;3;30929;15956;14973
"2002";12064;4;73913;37590;36323
"2003";12064;5;49139;23921;25218
"2004";12064;6;15194;5856;9338
"2005";12065;1;9232;4718;4514
"2006";12065;2;19978;10251;9727
"2007";12065;3;37125;19245;17880
"2008";12065;4;80715;40491;40224
"2009";12065;5;50607;24402;26205
"2010";12065;6;15257;5842;9415
"2011";12066;1;4238;2188;2050
"2012";12066;2;8622;4386;4236
"2013";12066;3;17129;9191;7938
"2014";12066;4;38143;20023;18120
"2015";12066;5;30911;14232;16679
"2016";12066;6;10328;3704;6624
"2017";12067;1;7515;3883;3632
"2018";12067;2;15555;7894;7661
"2019";12067;3;28289;14675;13614
"2020";12067;4;63809;32291;31518
"2021";12067;5;48239;23030;25209
"2022";12067;6;15396;5843;9553
"2023";12068;1;4008;2079;1929
"2024";12068;2;8332;4371;3961
"2025";12068;3;16463;8681;7782
"2026";12068;4;35118;18063;17055
"2027";12068;5;26968;13032;13936
"2028";12068;6;7972;2918;5054
"2029";12069;1;9383;4807;4576
"2030";12069;2;21670;11077;10593
"2031";12069;3;35604;18469;17135
"2032";12069;4;83103;41710;41393
"2033";12069;5;51963;25420;26543
"2034";12069;6;14843;5751;9092
"2035";12070;1;2916;1480;1436
"2036";12070;2;5866;2981;2885
"2037";12070;3;12422;6818;5604
"2038";12070;4;26281;13655;12626
"2039";12070;5;21588;10234;11354
"2040";12070;6;7085;2633;4452
"2041";12071;1;4292;2178;2114
"2042";12071;2;9284;4765;4519
"2043";12071;3;15920;8411;7509
"2044";12071;4;40956;20978;19978
"2045";12071;5;33381;15955;17426
"2046";12071;6;9887;3592;6295
"2047";12072;1;7911;4033;3878
"2048";12072;2;15690;8053;7637
"2049";12072;3;31536;16647;14889
"2050";12072;4;63541;32646;30895
"2051";12072;5;39370;18967;20403
"2052";12072;6;11949;4450;7499
"2053";12073;1;4498;2359;2139
"2054";12073;2;9841;5097;4744
"2055";12073;3;18718;9852;8866
"2056";12073;4;41226;20947;20279
"2057";12073;5;34151;16248;17903
"2058";12073;6;10513;3912;6601
"2059";13003;1;9235;4699;4536
"2060";13003;2;15928;8092;7836
"2061";13003;3;55404;29066;26338
"2062";13003;4;64828;34013;30815
"2063";13003;5;46670;20846;25824
"2064";13003;6;17126;6385;10741
"2065";13004;1;4464;2261;2203
"2066";13004;2;8305;4257;4048
"2067";13004;3;20319;10517;9802
"2068";13004;4;30745;15468;15277
"2069";13004;5;23577;10547;13030
"2070";13004;6;8243;2907;5336
"2071";13071;1;10211;5212;4999
"2072";13071;2;22258;11399;10859
"2073";13071;3;43430;22871;20559
"2074";13071;4;90073;45977;44096
"2075";13071;5;70766;33563;37203
"2076";13071;6;21336;7538;13798
"2077";13072;1;9570;4889;4681
"2078";13072;2;20342;10385;9957
"2079";13072;3;34772;18115;16657
"2080";13072;4;79734;41168;38566
"2081";13072;5;55987;27063;28924
"2082";13072;6;15389;5740;9649
"2083";13073;1;8587;4376;4211
"2084";13073;2;18929;9666;9263
"2085";13073;3;38091;19956;18135
"2086";13073;4;79407;40628;38779
"2087";13073;5;60983;28921;32062
"2088";13073;6;18705;6891;11814
"2089";13074;1;6854;3534;3320
"2090";13074;2;13976;7177;6799
"2091";13074;3;28640;15032;13608
"2092";13074;4;56890;29428;27462
"2093";13074;5;39462;18974;20488
"2094";13074;6;11500;4149;7351
"2095";13075;1;9552;4863;4689
"2096";13075;2;19810;10170;9640
"2097";13075;3;45094;22773;22321
"2098";13075;4;79757;40803;38954
"2099";13075;5;62252;29816;32436
"2100";13075;6;19158;6849;12309
"2101";13076;1;9018;4610;4408
"2102";13076;2;18543;9418;9125
"2103";13076;3;35734;18875;16859
"2104";13076;4;77768;40290;37478
"2105";13076;5;55489;27043;28446
"2106";13076;6;15227;5392;9835
"2107";14511;1;11427;5843;5584
"2108";14511;2;20414;10542;9872
"2109";14511;3;53655;29222;24433
"2110";14511;4;76096;39776;36320
"2111";14511;5;62793;28374;34419
"2112";14511;6;21949;8053;13896
"2113";14521;1;13454;6816;6638
"2114";14521;2;29456;15182;14274
"2115";14521;3;51850;27390;24460
"2116";14521;4;111700;57658;54042
"2117";14521;5;97914;46088;51826
"2118";14521;6;30574;10751;19823
"2119";14522;1;12498;6430;6068
"2120";14522;2;26343;13509;12834
"2121";14522;3;51167;27843;23324
"2122";14522;4;103044;53916;49128
"2123";14522;5;83068;39368;43700
"2124";14522;6;27979;10268;17711
"2125";14523;1;8712;4467;4245
"2126";14523;2;18327;9562;8765
"2127";14523;3;35778;19004;16774
"2128";14523;4;75937;39296;36641
"2129";14523;5;65559;30188;35371
"2130";14523;6;21684;7752;13932
"2131";14524;1;12662;6554;6108
"2132";14524;2;26077;13357;12720
"2133";14524;3;52540;27691;24849
"2134";14524;4;105694;54587;51107
"2135";14524;5;88468;41009;47459
"2136";14524;6;29561;10465;19096
"2137";14612;1;29658;15227;14431
"2138";14612;2;51935;26708;25227
"2139";14612;3;148323;78874;69449
"2140";14612;4;175921;91265;84656
"2141";14612;5;109387;49397;59990
"2142";14612;6;41556;16141;25415
"2143";14625;1;12995;6648;6347
"2144";14625;2;27522;14049;13473
"2145";14625;3;46285;24483;21802
"2146";14625;4;104593;54409;50184
"2147";14625;5;80743;38250;42493
"2148";14625;6;27620;10245;17375
"2149";14626;1;9935;5033;4902
"2150";14626;2;21846;11088;10758
"2151";14626;3;39452;20480;18972
"2152";14626;4;84118;43684;40434
"2153";14626;5;72502;34285;38217
"2154";14626;6;24872;9198;15674
"2155";14627;1;10303;5175;5128
"2156";14627;2;22306;11499;10807
"2157";14627;3;37965;19817;18148
"2158";14627;4;84906;44176;40730
"2159";14627;5;63925;30012;33913
"2160";14627;6;22312;8318;13994
"2161";14628;1;11047;5765;5282
"2162";14628;2;23410;12091;11319
"2163";14628;3;39650;20605;19045
"2164";14628;4;85059;44078;40981
"2165";14628;5;64330;30394;33936
"2166";14628;6;22090;8321;13769
"2167";14713;1;31764;16448;15316
"2168";14713;2;50974;26008;24966
"2169";14713;3;171004;85290;85714
"2170";14713;4;188265;98907;89358
"2171";14713;5;110384;49725;60659
"2172";14713;6;40754;15072;25682
"2173";14729;1;11286;5672;5614
"2174";14729;2;23658;12224;11434
"2175";14729;3;40234;20719;19515
"2176";14729;4;93143;47858;45285
"2177";14729;5;68375;32157;36218
"2178";14729;6;21443;7836;13607
"2179";14730;1;8681;4496;4185
"2180";14730;2;17392;8892;8500
"2181";14730;3;32412;17255;15157
"2182";14730;4;71342;37032;34310
"2183";14730;5;51551;24520;27031
"2184";14730;6;16363;5935;10428
"2185";15001;1;3004;1565;1439
"2186";15001;2;5978;3139;2839
"2187";15001;3;13140;6851;6289
"2188";15001;4;26052;13308;12744
"2189";15001;5;23571;10864;12707
"2190";15001;6;8358;3167;5191
"2191";15002;1;11526;5984;5542
"2192";15002;2;20575;10585;9990
"2193";15002;3;61479;30947;30532
"2194";15002;4;72927;37552;35375
"2195";15002;5;54242;24038;30204
"2196";15002;6;18013;6446;11567
"2197";15003;1;11075;5692;5383
"2198";15003;2;19691;10196;9495
"2199";15003;3;59628;32475;27153
"2200";15003;4;74127;38038;36089
"2201";15003;5;54468;24245;30223
"2202";15003;6;18576;6745;11831
"2203";15081;1;3471;1754;1717
"2204";15081;2;7412;3840;3572
"2205";15081;3;14127;7476;6651
"2206";15081;4;30113;15768;14345
"2207";15081;5;21494;10294;11200
"2208";15081;6;6556;2296;4260
"2209";15082;1;6026;3053;2973
"2210";15082;2;12413;6343;6070
"2211";15082;3;25492;13525;11967
"2212";15082;4;55806;28801;27005
"2213";15082;5;45057;20997;24060
"2214";15082;6;13692;4905;8787
"2215";15083;1;7219;3640;3579
"2216";15083;2;15309;7888;7421
"2217";15083;3;28676;15129;13547
"2218";15083;4;63459;32949;30510
"2219";15083;5;44149;21329;22820
"2220";15083;6;12111;4289;7822
"2221";15084;1;7093;3682;3411
"2222";15084;2;14194;7370;6824
"2223";15084;3;29299;15856;13443
"2224";15084;4;62237;32594;29643
"2225";15084;5;49690;23367;26323
"2226";15084;6;16333;5789;10544
"2227";15085;1;7980;4057;3923
"2228";15085;2;16803;8739;8064
"2229";15085;3;35466;19020;16446
"2230";15085;4;74249;38122;36127
"2231";15085;5;60389;28220;32169
"2232";15085;6;18423;6554;11869
"2233";15086;1;3757;1908;1849
"2234";15086;2;7551;3817;3734
"2235";15086;3;14205;7670;6535
"2236";15086;4;32606;17000;15606
"2237";15086;5;24255;11647;12608
"2238";15086;6;7215;2558;4657
"2239";15087;1;4709;2393;2316
"2240";15087;2;10566;5422;5144
"2241";15087;3;20536;11005;9531
"2242";15087;4;46451;23992;22459
"2243";15087;5;40156;18964;21192
"2244";15087;6;12524;4509;8015
"2245";15088;1;7600;3851;3749
"2246";15088;2;16121;8268;7853
"2247";15088;3;30185;15816;14369
"2248";15088;4;66614;34410;32204
"2249";15088;5;49633;23518;26115
"2250";15088;6;13662;4930;8732
"2251";15089;1;7217;3720;3497
"2252";15089;2;15153;7770;7383
"2253";15089;3;31501;16652;14849
"2254";15089;4;65888;33962;31926
"2255";15089;5;52986;24546;28440
"2256";15089;6;16380;5713;10667
"2257";15090;1;4398;2273;2125
"2258";15090;2;9349;4714;4635
"2259";15090;3;19223;10256;8967
"2260";15090;4;39168;20130;19038
"2261";15090;5;30088;14279;15809
"2262";15090;6;8964;3217;5747
"2263";15091;1;4681;2435;2246
"2264";15091;2;9909;5043;4866
"2265";15091;3;19500;10530;8970
"2266";15091;4;43420;22385;21035
"2267";15091;5;36086;16943;19143
"2268";15091;6;11357;4133;7224
"2269";16051;1;10246;5129;5117
"2270";16051;2;18714;9552;9162
"2271";16051;3;52208;25980;26228
"2272";16051;4;70598;36192;34406
"2273";16051;5;47870;21894;25976
"2274";16051;6;14345;5297;9048
"2275";16052;1;3897;1999;1898
"2276";16052;2;7534;3898;3636
"2277";16052;3;16467;8455;8012
"2278";16052;4;29813;15298;14515
"2279";16052;5;26621;12156;14465
"2280";16052;6;8793;3139;5654
"2281";16053;1;5355;2723;2632
"2282";16053;2;9543;4905;4638
"2283";16053;3;33455;17556;15899
"2284";16053;4;33145;17339;15806
"2285";16053;5;22301;10177;12124
"2286";16053;6;7544;2928;4616
"2287";16054;1;1262;653;609
"2288";16054;2;2583;1344;1239
"2289";16054;3;5989;3262;2727
"2290";16054;4;11833;6072;5761
"2291";16054;5;11706;5349;6357
"2292";16054;6;3416;1329;2087
"2293";16055;1;3097;1552;1545
"2294";16055;2;6013;3107;2906
"2295";16055;3;15672;7967;7705
"2296";16055;4;21259;10680;10579
"2297";16055;5;14377;6504;7873
"2298";16055;6;4810;1739;3071
"2299";16056;1;1881;1002;879
"2300";16056;2;3574;1903;1671
"2301";16056;3;8185;4394;3791
"2302";16056;4;14503;7474;7029
"2303";16056;5;10467;4742;5725
"2304";16056;6;3640;1318;2322
"2305";16061;1;4888;2497;2391
"2306";16061;2;9566;4852;4714
"2307";16061;3;18050;9533;8517
"2308";16061;4;35305;18407;16898
"2309";16061;5;25270;12322;12948
"2310";16061;6;6927;2608;4319
"2311";16062;1;3507;1824;1683
"2312";16062;2;7092;3667;3425
"2313";16062;3;15625;8403;7222
"2314";16062;4;28083;14431;13652
"2315";16062;5;22291;10532;11759
"2316";16062;6;6818;2537;4281
"2317";16063;1;4930;2562;2368
"2318";16063;2;10230;5324;4906
"2319";16063;3;19822;10507;9315
"2320";16063;4;42674;22131;20543
"2321";16063;5;31960;15463;16497
"2322";16063;6;9358;3586;5772
"2323";16064;1;4542;2302;2240
"2324";16064;2;9277;4799;4478
"2325";16064;3;17822;9377;8445
"2326";16064;4;35775;18520;17255
"2327";16064;5;26768;12833;13935
"2328";16064;6;8048;2944;5104
"2329";16065;1;2803;1459;1344
"2330";16065;2;6066;3171;2895
"2331";16065;3;12066;6481;5585
"2332";16065;4;25794;13345;12449
"2333";16065;5;21447;10175;11272
"2334";16065;6;6036;2234;3802
"2335";16066;1;4969;2546;2423
"2336";16066;2;10341;5356;4985
"2337";16066;3;21523;11749;9774
"2338";16066;4;43881;22788;21093
"2339";16066;5;34060;16141;17919
"2340";16066;6;10142;3866;6276
"2341";16067;1;5717;2917;2800
"2342";16067;2;11686;5936;5750
"2343";16067;3;24273;12917;11356
"2344";16067;4;47925;24910;23015
"2345";16067;5;35092;16624;18468
"2346";16067;6;10215;3854;6361
"2347";16068;1;3009;1585;1424
"2348";16068;2;6226;3253;2973
"2349";16068;3;11505;6053;5452
"2350";16068;4;25273;13145;12128
"2351";16068;5;18736;8983;9753
"2352";16068;6;4678;1641;3037
"2353";16069;1;2567;1283;1284
"2354";16069;2;5253;2669;2584
"2355";16069;3;10860;5870;4990
"2356";16069;4;22948;12066;10882
"2357";16069;5;16668;8027;8641
"2358";16069;6;4901;1709;3192
"2359";16070;1;4472;2302;2170
"2360";16070;2;8997;4667;4330
"2361";16070;3;20609;11626;8983
"2362";16070;4;36119;18801;17318
"2363";16070;5;27770;13015;14755
"2364";16070;6;8282;3035;5247
"2365";16071;1;3699;1874;1825
"2366";16071;2;7955;3985;3970
"2367";16071;3;13611;6954;6657
"2368";16071;4;29896;15438;14458
"2369";16071;5;21547;10473;11074
"2370";16071;6;5448;2000;3448
"2371";16072;1;2032;1026;1006
"2372";16072;2;4399;2257;2142
"2373";16072;3;9417;5039;4378
"2374";16072;4;20471;10661;9810
"2375";16072;5;16135;7562;8573
"2376";16072;6;5263;1846;3417
"2377";16073;1;3987;2082;1905
"2378";16073;2;8032;4095;3937
